21,Cantonese,0.9090909090909091,0.7272727272727273,0.0,0.0,0.0,0.07692307692307693,0.2676056338028169
72,Japanese,0.6923076923076923,0.4166666666666667,0.5,0.09090909090909091,0.0,0.08333333333333333,0.32857142857142857
18,Mandarin,0.14285714285714285,0.7692307692307693,0.21428571428571427,0.09090909090909091,0.3333333333333333,0.0,0.2602739726027397
98,Mandarin,0.0,0.08333333333333333,0.11764705882352941,0.0,0.0,0.13333333333333333,0.06666666666666667
106,Cantonese,0.2857142857142857,0.0,0.35714285714285715,0.08333333333333333,0.3333333333333333,0.26666666666666666,0.2236842105263158
5,Vietnamese,0.16666666666666666,0.15384615384615385,0.07692307692307693,0.3076923076923077,0.0,0.07142857142857142,0.136986301369863
91,Japanese,0.16666666666666666,0.23529411764705882,0.3333333333333333,0.3,0.0,0.21428571428571427,0.22077922077922077
105,Vietnamese,0.07142857142857142,0.5833333333333334,0.0,0.0,0.1111111111111111,0.0,0.12
26,Cantonese,0.18181818181818182,0.2727272727272727,0.058823529411764705,0.45454545454545453,0.25,0.07692307692307693,0.19718309859154928
111,Korean,0.5,0.6153846153846154,0.5384615384615384,0.23076923076923078,0.375,0.0,0.3698630136986301
51,Mandarin,0.14285714285714285,0.3076923076923077,0.2,0.2,0.0,0.08333333333333333,0.16
76,Japanese,0.4166666666666667,0.08333333333333333,0.23529411764705882,0.2,0.2,0.4,0.2631578947368421
22,Mandarin,0.08333333333333333,0.8181818181818182,0.26666666666666666,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.3150684931506849
86,Cantonese,0.5,0.46153846153846156,0.6153846153846154,0.0,0.375,0.35714285714285715,0.3835616438356164
85,English,0.3333333333333333,0.38461538461538464,0.23076923076923078,0.07692307692307693,0.125,0.07142857142857142,0.2054794520547945
78,Mandarin,0.16666666666666666,0.5294117647058824,0.4666666666666667,0.5,0.1111111111111111,0.07142857142857142,0.3246753246753247
133,HK Cantonese,0.9285714285714286,1.0,0.8461538461538461,1.0,0.8888888888888888,0.8571428571428571,0.92
70,Japanese,0.8181818181818182,0.2727272727272727,0.47058823529411764,0.2727272727272727,0.25,0.15384615384615385,0.38028169014084506
67,Japanese,0.35714285714285715,0.46153846153846156,0.6428571428571429,0.36363636363636365,0.2222222222222222,0.25,0.3972602739726027
90,English,0.14285714285714285,0.3076923076923077,0.07142857142857142,0.09090909090909091,0.0,0.0,0.1095890410958904
100,Mandarin,0.16666666666666666,0.46153846153846156,0.38461538461538464,0.23076923076923078,0.25,0.07142857142857142,0.2602739726027397
61,Vietnamese,0.21428571428571427,0.7692307692307693,0.06666666666666667,0.3,0.36363636363636365,0.0,0.28
93,Mandarin,0.7142857142857143,0.6923076923076923,0.4666666666666667,0.0,0.09090909090909091,0.25,0.4
55,Vietnamese,0.16666666666666666,0.4166666666666667,0.35294117647058826,0.0,0.2,0.4,0.27631578947368424
8,Vietnamese,0.07142857142857142,0.4166666666666667,0.42857142857142855,0.5833333333333334,0.1111111111111111,0.06666666666666667,0.27631578947368424
75,French,0.6363636363636364,0.2727272727272727,0.11764705882352941,0.45454545454545453,0.125,0.15384615384615385,0.28169014084507044
103,Cantonese,0.15384615384615385,0.45454545454545453,0.38461538461538464,0.0,0.6,0.0,0.2465753424657534
73,Japanese,0.2,0.08333333333333333,0.3076923076923077,0.3076923076923077,0.1111111111111111,0.07692307692307693,0.18666666666666668
53,Vietnamese,0.23076923076923078,0.4166666666666667,0.35714285714285715,0.2727272727272727,0.375,0.25,0.3142857142857143
89,Korean,0.25,0.25,0.4117647058823529,0.5,0.2222222222222222,0.06666666666666667,0.28
65,Japanese,0.4166666666666667,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.125,0.0,0.2191780821917808
101,Mandarin,0.07142857142857142,0.25,0.21428571428571427,0.08333333333333333,0.0,0.13333333333333333,0.13157894736842105
14,Vietnamese,0.16666666666666666,0.38461538461538464,0.5714285714285714,0.36363636363636365,0.125,0.21428571428571427,0.3194444444444444
132,Cantonese,0.2857142857142857,0.4166666666666667,0.26666666666666666,0.5,0.4444444444444444,0.07692307692307693,0.3150684931506849
96,English,0.0,0.9090909090909091,0.46153846153846156,0.23076923076923078,0.0,0.0,0.2602739726027397
68,Japanese,0.38461538461538464,0.45454545454545453,0.6923076923076923,0.3076923076923077,0.2,0.3076923076923077,0.3972602739726027
62,Vietnamese,0.4,0.4166666666666667,0.3888888888888889,0.2222222222222222,0.0,0.0,0.273972602739726
35,English,0.26666666666666666,0.3333333333333333,0.38461538461538464,0.38461538461538464,0.2222222222222222,0.07692307692307693,0.28
64,Japanese,0.08333333333333333,0.4166666666666667,0.35294117647058826,0.0,0.0,0.2,0.2
19,Mandarin,0.7692307692307693,0.45454545454545453,0.5384615384615384,0.46153846153846156,0.1,0.07692307692307693,0.410958904109589
32,HK Cantonese,0.9285714285714286,1.0,1.0,1.0,0.7777777777777778,0.9333333333333333,0.9473684210526315
112,Vietnamese,0.0,0.9166666666666666,0.4666666666666667,0.2,0.0,0.0,0.273972602739726
82,Mandarin,0.29411764705882354,0.5833333333333334,0.6666666666666666,0.0,0.0,0.16666666666666666,0.2972972972972973
71,Japanese,0.25,0.2727272727272727,0.06666666666666667,0.6923076923076923,0.1111111111111111,0.15384615384615385,0.2602739726027397
95,Mandarin,0.5714285714285714,0.5833333333333334,0.23076923076923078,0.0,0.1111111111111111,0.21428571428571427,0.29333333333333333
116,Cantonese,0.26666666666666666,0.5833333333333334,0.15384615384615385,0.5384615384615384,0.3333333333333333,0.38461538461538464,0.37333333333333335
